time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
fh,Scotland Championship,GOOD,GOOD,1,0,3,0,3,1,7,6,44,35,92,96,48%,52%,True
lh,Scotland Championship,GOOD,GOOD,1,1,4,2,1,0,5,1,23,13,50,53,51%,49%,True
fh,Morocco GNF 1,GOOD,GOOD,0,0,4,1,4,3,4,5,55,31,105,76,65%,35%,True
lh,Morocco GNF 1,GOOD,GOOD,1,0,2,1,2,1,1,3,26,15,53,42,64%,36%,False
fh,Israel Liga Bet South,GOOD,GOOD,0,0,2,1,4,6,3,4,56,92,100,159,36%,64%,False
lh,Israel Liga Bet South,GOOD,GOOD,1,0,2,2,1,1,1,1,28,44,54,84,37%,63%,True
fh,Uruguay Reserve League,GOOD,GOOD,1,2,4,1,4,9,7,7,55,61,80,100,41%,59%,True
lh,Uruguay Reserve League,GOOD,GOOD,2,3,2,5,2,3,4,3,27,28,39,48,40%,60%,True
fh,Uruguay Reserve League,GOOD,GOOD,1,1,2,0,3,2,9,6,59,70,101,104,47%,53%,True
lh,Uruguay Reserve League,GOOD,GOOD,2,1,0,1,2,1,4,4,22,34,44,51,46%,54%,False
fh,England League 2,GOOD,GOOD,0,0,7,1,8,2,13,5,63,25,100,94,59%,41%,False
lh,England League 2,GOOD,GOOD,2,2,3,1,0,0,7,2,27,9,50,40,63%,37%,False
fh,England League 2,GOOD,GOOD,0,0,3,3,4,3,10,5,54,40,118,87,54%,46%,False
lh,England League 2,GOOD,GOOD,2,2,2,1,1,0,6,4,27,18,61,41,54%,46%,False
fh,Barclays Premier Le...,GOOD,GOOD,0,0,2,4,2,6,9,16,48,37,116,101,44%,56%,True
lh,Barclays Premier Le...,GOOD,GOOD,0,2,4,4,1,3,4,8,27,22,49,54,43%,57%,False
fh,Northern League Div...,GOOD,GOOD,1,1,2,2,8,9,4,6,31,35,85,91,48%,52%,False
lh,Northern League Div...,GOOD,GOOD,1,3,2,1,5,6,3,3,17,17,43,47,48%,52%,False
fh,Northern Ireland Pr...,GOOD,GOOD,0,0,2,1,5,7,2,4,75,83,113,121,45%,55%,False
lh,Northern Ireland Pr...,GOOD,GOOD,1,1,7,1,0,4,0,3,21,50,53,66,37%,63%,False
fh,Northern Premier Le...,GOOD,GOOD,0,0,1,5,3,1,2,5,28,37,69,74,51%,49%,True
lh,Northern Premier Le...,GOOD,GOOD,1,0,2,0,1,1,1,1,13,21,34,38,51%,49%,False
fh,England League 2,GOOD,GOOD,1,0,2,4,3,1,7,15,27,82,123,125,45%,55%,True
lh,England League 2,GOOD,GOOD,1,1,2,2,1,0,4,8,13,53,62,63,50%,50%,False
fh,England Championship,GOOD,GOOD,0,0,2,3,4,0,10,9,30,60,94,108,36%,64%,False
lh,England Championship,GOOD,GOOD,1,0,1,3,0,0,4,4,14,34,46,57,30%,70%,False
fh,England National Le...,GOOD,GOOD,2,0,2,1,6,2,9,7,105,68,121,128,63%,37%,True
lh,England National Le...,GOOD,GOOD,2,0,4,0,3,1,3,4,49,36,56,59,63%,37%,False
fh,England League 2,GOOD,GOOD,0,0,5,1,7,6,12,7,98,25,116,62,65%,35%,True
lh,England League 2,GOOD,GOOD,1,0,5,3,4,1,6,1,40,7,55,38,66%,34%,True
fh,Scotland League One,GOOD,GOOD,1,0,1,5,4,2,7,3,34,49,117,114,46%,54%,True
lh,Scotland League One,GOOD,GOOD,2,1,0,1,2,1,6,1,17,26,63,48,51%,49%,False
fh,England National Le...,GOOD,GOOD,0,1,2,2,9,5,12,4,75,56,129,100,63%,37%,True
lh,England National Le...,GOOD,GOOD,3,1,5,1,2,2,7,2,39,24,71,47,61%,39%,False
fh,England EFL Cup,GOOD,GOOD,1,0,0,3,3,0,7,25,24,67,104,118,37%,63%,False
lh,England EFL Cup,GOOD,GOOD,2,0,0,3,1,0,4,11,9,36,51,62,34%,66%,True
fh,England League 2,GOOD,GOOD,1,0,3,3,4,3,11,10,27,44,81,129,48%,52%,True
lh,England League 2,GOOD,GOOD,1,1,3,3,4,0,6,6,17,19,46,58,49%,51%,True
fh,England National Le...,GOOD,GOOD,3,0,2,2,9,1,2,0,80,59,133,112,56%,44%,True
lh,England National Le...,GOOD,GOOD,3,0,6,4,6,0,1,0,34,31,73,61,59%,41%,True
fh,England League 1,GOOD,GOOD,2,1,1,1,4,3,5,10,61,40,93,92,50%,50%,False
lh,England League 1,GOOD,GOOD,3,2,2,3,2,1,4,3,40,14,56,37,66%,34%,True
fh,England National Le...,GOOD,GOOD,1,1,7,1,7,3,13,2,111,74,92,107,55%,45%,False
lh,England National Le...,GOOD,GOOD,2,1,6,2,3,1,9,0,59,24,46,52,57%,43%,True
fh,Germany Bundesliga II,GOOD,GOOD,1,1,6,0,6,2,8,3,62,36,107,78,56%,44%,False
lh,Germany Bundesliga II,GOOD,GOOD,2,1,1,3,5,2,3,1,41,11,56,32,62%,38%,True
fh,England League 1,GOOD,GOOD,2,1,3,0,6,4,14,10,62,37,115,120,59%,41%,True
lh,England League 1,GOOD,GOOD,5,2,5,1,2,2,7,4,30,13,57,65,59%,41%,False
fh,England League 1,GOOD,GOOD,0,0,1,3,5,2,8,12,46,39,74,109,42%,58%,False
lh,England League 1,GOOD,GOOD,0,0,4,4,1,1,0,9,9,27,36,67,34%,66%,True
fh,England Isthmian Di...,GOOD,GOOD,1,0,1,5,3,5,6,10,37,29,91,65,56%,44%,True
lh,England Isthmian Di...,GOOD,GOOD,3,0,3,2,1,4,1,6,17,17,43,32,55%,45%,True
fh,Wales Championship ...,GOOD,GOOD,0,1,1,1,8,13,5,4,42,56,86,86,48%,52%,False
lh,Wales Championship ...,GOOD,GOOD,0,3,2,5,4,7,3,1,21,23,45,44,46%,54%,True
fh,England League 2,GOOD,GOOD,1,0,2,4,3,9,7,8,37,60,80,91,39%,61%,True
lh,England League 2,GOOD,GOOD,1,1,0,7,3,2,4,4,20,26,39,51,42%,58%,True
fh,England League 2,GOOD,GOOD,2,0,3,0,4,2,8,7,46,45,95,108,45%,55%,True
lh,England League 2,GOOD,GOOD,3,0,2,2,3,1,3,2,29,18,50,51,46%,54%,False
fh,Poland Cup,GOOD,GOOD,0,1,2,3,4,4,6,8,34,58,89,89,45%,55%,True
lh,Poland Cup,GOOD,GOOD,0,2,0,2,4,2,2,4,19,29,52,45,48%,52%,True
fh,England National Le...,GOOD,GOOD,0,0,2,2,4,5,9,10,78,67,108,118,45%,55%,True
lh,England National Le...,GOOD,GOOD,1,0,3,6,1,1,5,6,38,34,58,67,46%,54%,True
fh,Isthmian Premier Di...,GOOD,GOOD,0,0,3,2,12,4,6,5,30,28,53,53,52%,48%,True
lh,Isthmian Premier Di...,GOOD,GOOD,1,1,4,2,7,1,3,3,13,16,20,29,48%,52%,False
fh,England League 1,GOOD,GOOD,2,0,6,1,5,0,17,5,40,38,110,89,54%,46%,True
lh,England League 1,GOOD,GOOD,2,0,3,0,4,0,8,3,27,16,58,45,58%,42%,False
fh,England National Le...,GOOD,GOOD,0,0,3,6,2,4,7,6,56,70,102,110,55%,45%,True
lh,England National Le...,GOOD,GOOD,0,2,4,1,1,2,3,3,17,47,50,56,52%,48%,False
fh,Burkina Faso League,GOOD,GOOD,2,0,4,4,6,8,9,5,85,95,118,129,53%,47%,True
lh,Burkina Faso League,GOOD,GOOD,2,0,1,5,5,3,3,2,36,44,55,60,54%,46%,True
fh,Qatar Stars League,GOOD,GOOD,1,1,0,3,5,3,2,8,42,69,86,124,38%,62%,True
lh,Qatar Stars League,GOOD,GOOD,3,2,0,4,2,1,1,3,25,23,52,53,50%,50%,False
fh,Europe Friendlies,GOOD,GOOD,0,0,3,2,4,1,12,5,85,64,102,92,59%,41%,True
lh,Europe Friendlies,GOOD,GOOD,2,0,3,2,2,0,8,3,43,29,50,45,57%,43%,True
fh,Liberia First Division,GOOD,SUNNY,1,1,0,0,6,5,8,1,67,80,108,103,44%,56%,False
lh,Liberia First Division,GOOD,SUNNY,3,1,2,1,4,1,5,0,33,41,54,49,42%,58%,True
fh,Gambia Division 2,GOOD,GOOD,0,1,2,0,5,3,11,6,71,47,89,84,51%,49%,True
lh,Gambia Division 2,GOOD,GOOD,1,1,4,0,1,3,3,2,32,23,45,40,55%,45%,False
fh,Croatia 1.HNL,GOOD,GOOD,1,0,0,1,9,4,10,6,76,46,141,84,58%,42%,False
lh,Croatia 1.HNL,GOOD,GOOD,2,1,1,3,5,0,9,3,49,12,79,38,64%,36%,True
fh,Slovenia Prva Liga,GOOD,GOOD,2,2,2,2,8,8,4,7,46,82,91,125,45%,55%,False
lh,Slovenia Prva Liga,GOOD,GOOD,3,2,2,9,5,3,2,3,24,35,50,62,49%,51%,False
fh,Spain Women Primera,GOOD,GOOD,0,2,1,0,3,2,8,7,64,59,90,92,44%,56%,False
lh,Spain Women Primera,GOOD,GOOD,1,2,2,5,0,2,4,1,32,25,47,48,40%,60%,False
fh,Greece Super League,GOOD,GOOD,0,0,6,1,8,5,5,5,71,53,143,105,61%,39%,True
lh,Greece Super League,GOOD,GOOD,5,1,3,2,1,3,4,0,38,20,86,47,71%,29%,False
fh,Cyprus Cup,GOOD,GOOD,0,1,1,4,3,6,4,12,46,101,78,124,36%,64%,True
lh,Cyprus Cup,GOOD,GOOD,2,2,1,2,1,2,2,10,16,56,34,67,28%,72%,True
fh,Serbia Super Liga,GOOD,GOOD,1,0,2,4,1,1,3,6,70,118,126,176,37%,63%,True
lh,Serbia Super Liga,GOOD,GOOD,1,0,0,1,1,0,3,1,38,58,57,80,39%,61%,False
fh,Switzerland Super L...,GOOD,GOOD,0,0,1,6,1,5,4,11,34,64,97,87,45%,55%,True
lh,Switzerland Super L...,GOOD,GOOD,1,0,1,3,0,1,3,6,17,31,43,42,46%,54%,False
fh,Austria Bundesliga,GOOD,GOOD,0,0,2,0,3,1,12,7,76,48,96,77,55%,45%,False
lh,Austria Bundesliga,GOOD,GOOD,2,1,2,1,0,0,6,3,43,21,50,35,56%,44%,False
fh,Russia Cup,GOOD,GOOD,3,0,1,0,13,2,2,1,66,40,104,82,63%,37%,True
lh,Russia Cup,GOOD,GOOD,6,1,4,3,7,1,1,1,39,17,60,44,65%,35%,False
fh,Mexico U20 League,GOOD,GOOD,2,0,4,0,7,3,3,4,46,40,91,112,44%,56%,False
lh,Mexico U20 League,GOOD,GOOD,2,1,2,1,4,1,2,1,26,12,48,53,51%,49%,False
fh,Algeria Division 1,GOOD,GOOD,1,1,2,1,1,1,1,3,60,46,52,53,57%,43%,False
lh,Algeria Division 1,GOOD,GOOD,1,1,1,0,1,1,1,2,29,26,28,32,55%,45%,True
fh,Czech First League,GOOD,GOOD,1,1,5,0,6,3,8,0,108,62,132,115,60%,40%,True
lh,Czech First League,GOOD,GOOD,3,3,4,1,2,1,3,0,38,16,45,43,61%,39%,True
fh,Cyprus Division 1,GOOD,GOOD,0,0,0,3,4,4,8,10,44,66,95,116,49%,51%,False
lh,Cyprus Division 1,GOOD,GOOD,1,0,0,1,1,2,2,3,19,22,35,39,49%,51%,False
fh,Serbia Super Liga,GOOD,GOOD,2,0,3,0,4,4,12,4,70,47,133,140,53%,47%,False
lh,Serbia Super Liga,GOOD,GOOD,3,0,2,1,2,1,7,2,41,17,76,66,58%,42%,False
fh,Guatemala Liga Naci...,GOOD,GOOD,1,1,2,0,5,3,2,3,46,45,108,131,50%,50%,False
lh,Guatemala Liga Naci...,GOOD,GOOD,2,1,2,2,4,2,0,0,22,22,48,59,50%,50%,True
fh,South Africa Premier,GOOD,GOOD,0,1,1,0,1,6,4,5,44,71,72,106,43%,57%,False
lh,South Africa Premier,GOOD,GOOD,0,3,1,2,0,1,0,2,19,39,26,59,39%,61%,True
fh,Italy Serie B,GOOD,GOOD,0,0,4,3,4,2,9,5,51,43,124,75,50%,50%,True
lh,Italy Serie B,GOOD,GOOD,0,0,1,1,1,1,7,3,32,19,66,33,54%,46%,False
fh,South Africa Premier,GOOD,GOOD,1,1,0,1,2,2,4,1,54,62,97,122,47%,53%,False
lh,South Africa Premier,GOOD,GOOD,2,2,1,0,1,1,3,0,24,31,50,71,45%,55%,True
fh,Germany Bundesliga II,GOOD,GOOD,0,1,5,2,8,8,17,11,120,52,173,113,69%,31%,True
lh,Germany Bundesliga II,GOOD,GOOD,2,2,8,0,1,6,5,6,28,31,66,48,67%,33%,True
fh,Germany Bundesliga I,GOOD,GOOD,0,2,0,4,1,9,4,4,17,52,90,160,35%,65%,False
lh,Germany Bundesliga I,GOOD,GOOD,0,4,3,2,0,5,0,3,5,34,29,111,31%,69%,True
fh,Italy Serie B,GOOD,GOOD,2,0,0,2,5,5,7,20,26,76,74,111,46%,54%,False
lh,Italy Serie B,GOOD,GOOD,3,1,1,7,4,2,5,9,10,27,45,56,50%,50%,True
fh,Turkey Super Lig,GOOD,GOOD,1,1,6,0,14,4,14,8,116,37,105,73,60%,40%,True
lh,Turkey Super Lig,GOOD,GOOD,1,2,8,2,6,1,5,3,46,17,50,35,61%,39%,True
fh,Italy Serie B,GOOD,GOOD,1,0,2,1,5,3,7,9,45,45,95,137,53%,47%,True
lh,Italy Serie B,GOOD,GOOD,3,1,2,3,1,1,4,2,22,20,55,48,52%,48%,True
fh,Estonia Meistriliiga,GOOD,GOOD,0,2,0,5,1,13,4,8,22,80,104,162,35%,65%,True
lh,Estonia Meistriliiga,GOOD,GOOD,0,4,1,7,1,6,3,2,12,35,59,83,38%,62%,True
fh,Italy Serie B,GOOD,GOOD,3,0,1,1,4,3,10,7,32,38,96,113,46%,54%,False
lh,Italy Serie B,GOOD,GOOD,3,2,1,2,3,1,5,4,14,19,46,59,48%,52%,False
fh,Belgium Cup,GOOD,GOOD,1,0,1,1,3,5,5,7,46,45,155,108,55%,45%,True
lh,Belgium Cup,GOOD,GOOD,1,0,0,1,2,1,3,0,28,11,96,44,66%,34%,False
fh,Nigeria Premier League,GOOD,CLOUDY,0,1,0,0,8,1,5,1,94,45,112,103,53%,47%,False
lh,Nigeria Premier League,GOOD,CLOUDY,1,1,0,0,4,1,4,1,44,25,58,52,54%,46%,False
fh,Spain Tercera Group 4,GOOD,GOOD,1,0,3,1,1,1,7,1,42,30,79,80,51%,49%,True
lh,Spain Tercera Group 4,GOOD,GOOD,1,0,2,2,1,0,2,0,18,12,44,40,54%,46%,False
fh,Israel Cup,GOOD,GOOD,1,0,2,0,4,1,4,2,53,73,110,129,46%,54%,False
lh,Israel Cup,GOOD,GOOD,1,0,2,3,3,0,2,1,29,21,54,50,52%,48%,True
fh,Germany 3.Liga,GOOD,GOOD,2,1,0,3,4,2,6,1,57,52,96,74,56%,44%,True
lh,Germany 3.Liga,GOOD,GOOD,4,1,3,2,2,1,4,0,24,23,53,27,59%,41%,True
fh,Germany Regionallig...,GOOD,GOOD,0,1,2,5,2,8,2,10,29,50,96,107,42%,58%,False
lh,Germany Regionallig...,GOOD,GOOD,1,3,2,7,0,5,2,5,12,21,50,63,40%,60%,True
fh,Spain Primera Divis...,GOOD,GOOD,1,1,3,3,8,7,5,3,38,23,95,77,55%,45%,False
lh,Spain Primera Divis...,GOOD,GOOD,2,1,3,1,3,4,4,1,22,14,52,41,58%,42%,False
fh,Israel Cup,GOOD,GOOD,0,0,2,0,5,2,12,3,126,79,220,164,60%,40%,False
lh,Israel Cup,GOOD,GOOD,1,0,4,1,1,1,4,0,46,26,90,56,62%,38%,False
fh,Romania Liga I,GOOD,GOOD,0,1,2,6,1,5,3,9,41,63,71,98,44%,56%,True
lh,Romania Liga I,GOOD,GOOD,0,1,1,2,1,3,0,4,16,43,25,57,29%,71%,False
fh,Iceland 1 Deild,GOOD,GOOD,2,0,2,4,8,3,5,3,34,28,59,65,53%,47%,True
lh,Iceland 1 Deild,GOOD,GOOD,5,0,5,3,4,1,3,1,16,17,30,41,48%,52%,False
fh,Campeonato Paulista A3,GOOD,GOOD,1,0,1,1,4,1,9,6,70,64,93,111,50%,50%,False
lh,Campeonato Paulista A3,GOOD,GOOD,2,1,2,3,1,0,5,3,34,28,45,54,52%,48%,False
fh,Bosnia &amp; Herzegovin...,GOOD,GOOD,1,0,2,6,7,2,12,2,84,54,131,87,64%,36%,True
lh,Bosnia &amp; Herzegovin...,GOOD,GOOD,4,0,3,2,3,0,3,2,43,29,71,46,63%,37%,True
fh,Iceland Premier League,GOOD,GOOD,1,0,2,2,4,6,5,5,69,87,121,147,42%,58%,False
lh,Iceland Premier League,GOOD,GOOD,2,2,3,2,1,3,3,1,33,42,63,66,43%,57%,False
fh,Egypt Division 1,GOOD,GOOD,1,2,2,1,4,5,6,6,76,53,118,90,57%,43%,True
lh,Egypt Division 1,GOOD,GOOD,3,2,8,3,1,4,3,3,31,25,59,42,55%,45%,True
fh,Burkina Faso League,GOOD,GOOD,1,0,1,3,7,7,6,7,77,87,127,128,49%,51%,True
lh,Burkina Faso League,GOOD,GOOD,1,0,1,5,4,3,1,5,34,38,58,56,50%,50%,False
fh,Iceland Premier League,GOOD,GOOD,0,1,3,5,2,4,5,7,72,109,92,128,39%,61%,False
lh,Iceland Premier League,GOOD,GOOD,0,2,3,10,2,1,3,2,40,42,49,54,43%,57%,False
fh,Copa do Brasil,GOOD,GOOD,1,0,2,1,10,3,11,5,43,44,106,103,47%,53%,True
lh,Copa do Brasil,GOOD,GOOD,2,0,2,1,3,0,8,2,22,18,58,47,51%,49%,False
fh,Germany Regionallig...,GOOD,GOOD,0,1,3,1,0,6,5,3,57,70,115,122,55%,45%,True
lh,Germany Regionallig...,GOOD,GOOD,0,1,1,3,0,3,3,1,33,26,57,61,51%,49%,False
fh,Greece Cup,GOOD,GOOD,1,1,2,1,4,2,14,6,79,18,126,57,61%,39%,True
lh,Greece Cup,GOOD,GOOD,1,1,8,0,3,2,3,3,26,6,63,26,52%,48%,True
fh,German Landespokal,GOOD,GOOD,0,1,3,3,2,3,8,10,26,40,56,59,46%,54%,True
lh,German Landespokal,GOOD,GOOD,0,1,4,4,0,1,3,4,9,22,24,37,42%,58%,True
fh,Spain Tercera Group 18,GOOD,GOOD,1,1,2,4,3,3,3,6,38,76,98,151,40%,60%,False
lh,Spain Tercera Group 18,GOOD,GOOD,2,1,1,2,1,2,2,3,22,31,51,68,45%,55%,True
fh,Germany Berlin-Liga,GOOD,GOOD,0,1,0,2,3,6,3,7,32,52,62,81,39%,61%,False
lh,Germany Berlin-Liga,GOOD,GOOD,0,1,4,4,1,6,1,6,11,29,22,40,32%,68%,False
fh,Estonia Meistriliiga,GOOD,GOOD,0,1,2,3,5,8,3,6,31,80,65,111,32%,68%,False
lh,Estonia Meistriliiga,GOOD,GOOD,0,2,0,1,2,5,1,3,14,36,34,54,29%,71%,False
fh,Germany Berlin-Liga,ARTIFICIALTURF,COLD,1,1,0,7,6,7,7,15,40,50,73,100,31%,69%,True
lh,Germany Berlin-Liga,ARTIFICIALTURF,COLD,3,1,2,4,1,6,4,7,19,24,32,45,33%,67%,False
fh,Colombia Liga Femenina,GOOD,GOOD,1,0,0,0,8,2,5,4,39,38,98,106,46%,54%,False
lh,Colombia Liga Femenina,GOOD,GOOD,2,1,1,2,3,0,2,3,16,15,52,53,48%,52%,True
fh,England Super Leagu...,GOOD,GOOD,0,0,4,3,7,7,8,7,39,32,89,87,53%,47%,True
lh,England Super Leagu...,GOOD,GOOD,0,1,2,0,6,2,2,2,17,12,46,42,62%,38%,False
fh,Switzerland 1.Liga ...,GOOD,GOOD,2,0,1,1,13,2,6,5,43,29,79,64,48%,52%,True
lh,Switzerland 1.Liga ...,GOOD,GOOD,6,0,4,2,6,0,2,3,27,16,48,36,51%,49%,False
fh,Campeonato Paulista A2,GOOD,GOOD,0,2,0,0,2,10,12,8,93,64,171,140,59%,41%,True
lh,Campeonato Paulista A2,GOOD,GOOD,1,3,0,2,1,5,9,4,47,22,74,72,57%,43%,False
fh,Hungary Cup,GOOD,GOOD,1,2,3,3,3,3,4,5,57,77,90,100,43%,57%,False
lh,Hungary Cup,GOOD,GOOD,2,3,1,5,1,2,1,4,17,46,35,66,30%,70%,True
fh,Holland Eredivisie,GOOD,GOOD,1,1,2,6,1,11,4,20,19,91,81,147,33%,67%,True
lh,Holland Eredivisie,GOOD,GOOD,1,2,0,5,1,6,1,6,7,36,43,72,39%,61%,True
fh,Spain Tercera Group 7,GOOD,GOOD,1,0,2,1,6,1,10,10,47,44,74,67,49%,51%,False
lh,Spain Tercera Group 7,GOOD,GOOD,1,0,2,4,3,0,5,2,20,20,33,31,59%,41%,False
fh,Morocco GNF 1,GOOD,GOOD,1,0,3,2,4,6,2,10,36,69,80,103,34%,66%,False
lh,Morocco GNF 1,GOOD,GOOD,2,0,1,5,2,2,1,5,18,29,40,43,35%,65%,True
fh,Brazil Campeonato S...,GOOD,GOOD,0,0,4,0,4,5,4,4,71,32,84,76,53%,47%,True
lh,Brazil Campeonato S...,GOOD,GOOD,1,0,7,2,3,3,3,2,35,15,40,33,57%,43%,True
fh,Germany Oberliga NO...,GOOD,GOOD,2,0,3,2,9,2,5,5,34,28,90,109,48%,52%,True
lh,Germany Oberliga NO...,GOOD,GOOD,6,0,1,2,2,1,4,3,19,12,51,49,55%,45%,True
fh,Holland Eredivisie ...,GOOD,GOOD,0,0,1,0,13,1,10,4,61,36,95,49,77%,23%,False
lh,Holland Eredivisie ...,GOOD,GOOD,2,0,9,0,5,1,4,2,31,18,48,25,77%,23%,False
fh,Switzerland Challen...,GOOD,GOOD,2,0,3,4,5,4,1,1,74,56,110,129,50%,50%,True
lh,Switzerland Challen...,GOOD,GOOD,3,1,1,2,4,1,1,0,33,26,59,65,53%,47%,True
fh,Switzerland Challen...,GOOD,GOOD,0,3,2,2,4,7,6,6,52,51,108,128,47%,53%,True
lh,Switzerland Challen...,GOOD,GOOD,2,4,5,4,2,4,0,5,22,30,55,58,42%,58%,True
fh,Holland Eredivisie ...,GOOD,GOOD,1,0,1,2,3,3,5,13,28,47,103,119,52%,48%,False
lh,Holland Eredivisie ...,GOOD,GOOD,3,0,2,4,1,0,0,5,9,17,46,56,52%,48%,False
fh,Romania Liga I,GOOD,GOOD,2,1,0,2,6,2,7,6,91,80,113,123,52%,48%,True
lh,Romania Liga I,GOOD,GOOD,2,1,0,3,3,1,3,3,44,30,56,59,54%,46%,False
fh,Austria Landesliga,GOOD,GOOD,1,3,1,2,3,12,6,3,36,56,63,82,44%,56%,False
lh,Austria Landesliga,GOOD,GOOD,1,6,2,3,2,6,2,1,18,28,32,42,46%,54%,True
fh,Austria Landesliga,GOOD,GOOD,1,1,1,3,1,4,3,3,24,48,45,78,34%,66%,True
lh,Austria Landesliga,GOOD,GOOD,1,1,3,2,1,1,0,3,12,27,27,43,30%,70%,False
fh,Austria Regionallig...,GOOD,GOOD,1,0,1,1,1,8,6,6,33,62,79,99,41%,59%,False
lh,Austria Regionallig...,GOOD,GOOD,1,0,2,3,1,4,1,4,20,28,44,55,42%,58%,False
fh,Germany Regionallig...,GOOD,GOOD,1,0,1,0,2,0,6,3,79,68,107,93,57%,43%,False
lh,Germany Regionallig...,GOOD,GOOD,1,0,4,1,1,0,2,1,36,39,51,46,58%,42%,True
fh,Spain Tercera Group 15,GOOD,GOOD,0,0,0,5,7,3,4,12,25,57,100,116,42%,58%,True
lh,Spain Tercera Group 15,GOOD,GOOD,1,1,1,1,1,1,3,6,6,29,49,57,43%,57%,True
fh,England U23 Premier...,GOOD,GOOD,0,0,3,0,4,5,6,6,34,34,106,83,50%,50%,True
lh,England U23 Premier...,GOOD,GOOD,0,1,1,2,1,2,2,2,15,15,51,38,51%,49%,False
fh,Belgium First Divis...,GOOD,GOOD,0,1,4,4,5,5,11,8,78,53,125,81,58%,42%,False
lh,Belgium First Divis...,GOOD,GOOD,1,2,3,0,2,2,4,5,33,31,62,39,51%,49%,False
fh,Hungary NB I,GOOD,GOOD,1,0,5,0,4,5,6,8,75,109,104,135,44%,56%,True
lh,Hungary NB I,GOOD,GOOD,1,1,2,8,2,1,4,2,43,44,50,57,49%,51%,True
fh,France National 2,GOOD,GOOD,0,0,1,0,5,2,3,7,50,38,101,99,52%,48%,False
lh,France National 2,GOOD,GOOD,1,0,2,4,1,2,1,4,13,21,41,61,43%,57%,True
fh,Iceland Cup,GOOD,GOOD,0,0,0,7,6,3,1,4,28,46,59,61,40%,60%,False
lh,Iceland Cup,GOOD,GOOD,2,1,0,5,1,2,0,0,4,4,6,3,43%,57%,False
fh,Holland Eredivisie,GOOD,GOOD,0,1,1,0,8,3,9,3,56,21,146,73,72%,28%,False
lh,Holland Eredivisie,GOOD,GOOD,0,1,3,0,3,2,5,2,19,14,73,51,68%,32%,False
fh,Luxembourg Division...,GOOD,GOOD,2,0,3,0,6,0,8,1,98,24,154,78,73%,27%,False
lh,Luxembourg Division...,GOOD,GOOD,4,0,3,0,2,0,4,1,47,12,83,38,76%,24%,False
fh,Holland Eerste Divisie,GOOD,GOOD,0,0,8,1,10,1,13,4,50,14,109,48,63%,37%,True
lh,Holland Eerste Divisie,GOOD,GOOD,0,0,4,1,5,1,7,2,24,8,54,24,61%,39%,True
fh,England Premier Lea...,GOOD,GOOD,2,1,1,4,7,3,6,13,44,69,88,77,48%,52%,True
lh,England Premier Lea...,GOOD,GOOD,2,1,1,4,3,2,0,6,18,34,48,39,45%,55%,False
fh,Holland Eerste Divisie,GOOD,GOOD,1,0,1,1,12,5,11,1,79,67,142,159,51%,49%,True
lh,Holland Eerste Divisie,GOOD,GOOD,4,0,3,1,5,1,7,0,49,25,76,71,57%,43%,False
fh,Holland Eerste Divisie,GOOD,GOOD,0,1,2,2,2,4,3,5,50,46,95,87,55%,45%,True
lh,Holland Eerste Divisie,GOOD,GOOD,1,2,2,3,0,2,0,4,21,20,47,38,56%,44%,True
fh,Belgium Super Leagu...,GOOD,GOOD,0,2,0,7,2,19,0,13,14,121,50,143,34%,66%,True
lh,Belgium Super Leagu...,GOOD,GOOD,0,5,0,4,1,9,0,7,6,77,18,78,29%,71%,False
fh,Holland Eerste Divisie,GOOD,GOOD,1,1,2,0,4,4,3,1,54,41,99,80,61%,39%,True
lh,Holland Eerste Divisie,GOOD,GOOD,2,2,3,4,3,2,3,0,42,17,71,46,62%,38%,True
fh,Denmark Superligaen,GOOD,GOOD,1,0,5,3,10,2,7,16,39,47,128,121,48%,52%,True
lh,Denmark Superligaen,GOOD,GOOD,3,0,2,2,6,0,5,8,18,22,58,56,47%,53%,True
fh,Holland Eerste Divisie,GOOD,GOOD,0,1,4,0,3,2,3,2,75,59,109,91,54%,46%,True
lh,Holland Eerste Divisie,GOOD,GOOD,1,2,4,2,2,1,2,2,37,31,55,45,49%,51%,True
fh,Germany Landesliga,GOOD,GOOD,1,0,3,2,3,3,8,7,28,39,63,86,42%,58%,False
lh,Germany Landesliga,GOOD,GOOD,3,1,2,1,1,1,6,4,15,15,31,45,42%,58%,True
fh,Holland Eerste Divisie,GOOD,GOOD,0,0,3,4,9,8,6,7,61,92,97,132,37%,63%,False
lh,Holland Eerste Divisie,GOOD,GOOD,0,0,3,3,3,4,4,3,30,44,46,67,38%,62%,True
fh,Germany Landesliga,GOOD,GOOD,1,1,5,2,12,4,10,5,45,21,60,60,64%,36%,True
lh,Germany Landesliga,GOOD,GOOD,5,1,6,1,4,4,5,2,25,9,31,36,59%,41%,True
fh,Portugal Liga 3,GOOD,GOOD,0,1,0,1,5,4,9,2,80,46,111,91,51%,49%,False
lh,Portugal Liga 3,GOOD,GOOD,2,2,5,3,2,1,3,1,26,22,49,47,45%,55%,True
fh,Montenegro Prva Liga,GOOD,GOOD,1,0,1,4,3,3,5,8,26,42,82,96,43%,57%,True
