time,league,pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
fh,America Friendlies,GOOD,GOOD,1,0,2,5,3,2,12,9,40,21,85,70,56%,44%,False
lh,America Friendlies,GOOD,GOOD,1,0,1,1,1,0,5,6,17,8,40,40,53%,47%,False
fh,Germany Bundesliga II,GOOD,GOOD,0,1,5,3,10,4,17,11,57,41,113,79,52%,48%,True
lh,Germany Bundesliga II,GOOD,GOOD,2,2,3,4,2,2,10,7,28,18,46,36,50%,50%,False
fh,England Premier Lea...,GOOD,GOOD,3,0,0,1,5,1,8,2,60,30,77,44,62%,38%,False
lh,England Premier Lea...,GOOD,GOOD,3,1,4,2,4,0,3,1,23,22,39,28,53%,47%,False
fh,Belgium First Divis...,GOOD,GOOD,1,0,6,0,9,3,10,3,79,19,161,56,71%,29%,False
lh,Belgium First Divis...,GOOD,GOOD,2,0,1,1,3,0,7,2,48,15,83,24,70%,30%,False
fh,Italy Serie A,GOOD,GOOD,1,0,4,1,3,4,9,11,53,45,142,91,59%,41%,True
lh,Italy Serie A,GOOD,GOOD,2,0,3,5,1,1,4,2,30,20,89,37,65%,35%,False
fh,France Ligue 1,GOOD,GOOD,1,0,5,4,10,3,12,3,66,30,169,64,69%,31%,True
lh,France Ligue 1,GOOD,GOOD,2,0,4,2,4,3,7,1,38,15,82,39,68%,32%,True
fh,Holland Eredivisie,GOOD,GOOD,0,2,4,2,4,3,5,7,50,38,121,107,59%,41%,False
lh,Holland Eredivisie,GOOD,GOOD,0,2,0,4,1,3,3,3,14,20,40,58,56%,44%,False
fh,Campeonato Gaucho,GOOD,CLOUDY,0,0,0,4,0,3,4,7,36,72,67,68,50%,50%,True
lh,Campeonato Gaucho,GOOD,CLOUDY,0,0,2,1,0,0,1,3,15,36,38,33,48%,52%,True
fh,America Friendlies,REGULAR,CLOUDY,0,0,3,1,6,2,9,3,65,30,106,94,53%,47%,False
lh,America Friendlies,REGULAR,CLOUDY,1,0,3,2,3,0,4,0,35,14,59,52,51%,49%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,1,0,3,1,2,6,47,94,70,86,39%,61%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,1,1,2,0,3,1,1,4,16,48,32,45,35%,65%,True
fh,Spain Primera Liga,GOOD,GOOD,1,1,5,0,5,5,10,2,39,47,103,75,70%,30%,False
lh,Spain Primera Liga,GOOD,GOOD,2,1,1,6,4,1,7,0,16,10,53,28,72%,28%,True
fh,Costa Rica Segunda,GOOD,GOOD,4,0,5,2,10,0,6,6,54,36,75,80,44%,56%,True
lh,Costa Rica Segunda,GOOD,GOOD,4,0,3,2,9,0,0,3,28,18,36,42,42%,58%,True
fh,El Salvador Reserve...,GOOD,GOOD,0,1,1,5,2,1,1,5,24,21,37,44,51%,49%,True
lh,El Salvador Reserve...,GOOD,GOOD,1,1,7,2,0,1,0,0,0,0,1,1,52%,48%,True
fh,Guatemala Liga Naci...,GOOD,GOOD,0,0,4,3,7,2,4,2,41,26,83,86,55%,45%,True
lh,Guatemala Liga Naci...,GOOD,GOOD,1,1,1,0,3,1,2,2,18,15,41,39,56%,44%,False
fh,Argentina Torneo Re...,UNEVENCUTTINGUP,HOT,0,0,3,1,3,1,7,3,53,35,80,81,63%,37%,True
lh,Argentina Torneo Re...,UNEVENCUTTINGUP,HOT,0,0,2,0,1,1,3,1,21,15,38,39,56%,44%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,3,0,2,1,20,3,5,2,76,38,83,67,54%,46%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,7,0,2,1,7,2,2,1,28,18,35,24,51%,49%,True
fh,Campeonato Baiano,GOOD,GOOD,2,1,4,1,6,4,8,4,52,37,75,70,59%,41%,False
lh,Campeonato Baiano,GOOD,GOOD,4,1,2,1,3,2,6,1,30,16,44,31,60%,40%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,1,2,2,1,6,3,8,1,61,24,86,74,54%,46%,False
lh,Mexico Segunda Divi...,GOOD,GOOD,3,2,3,1,3,3,4,1,30,17,53,35,56%,44%,True
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,1,1,5,3,3,5,12,82,97,128,112,51%,49%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,2,1,4,1,2,1,6,33,48,56,57,44%,56%,False
fh,El Salvador Reserve...,GOOD,GOOD,1,1,1,5,1,6,2,3,92,79,110,82,55%,45%,False
lh,El Salvador Reserve...,GOOD,GOOD,1,1,4,3,1,3,1,1,33,36,44,38,50%,50%,True
fh,Mexico Segunda Divi...,GOOD,GOOD,3,1,3,4,7,3,3,4,58,59,65,67,51%,49%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,4,2,2,0,6,2,0,2,29,23,34,33,54%,46%,False
fh,Mexico Segunda Divi...,GOOD,GOOD,0,0,4,1,2,2,8,1,45,15,91,70,59%,41%,True
lh,Mexico Segunda Divi...,GOOD,GOOD,2,2,8,2,0,0,5,1,22,5,52,38,59%,41%,False
fh,Aruba Division Di H...,GOOD,GOOD,0,3,1,6,3,5,10,14,35,58,60,72,44%,56%,False
lh,Aruba Division Di H...,GOOD,GOOD,0,4,4,3,2,4,3,6,18,33,30,35,38%,62%,False
fh,Brazil Sao Paulo Yo...,GOOD,GOOD,0,0,2,3,3,2,8,7,41,63,76,115,37%,63%,True
lh,Brazil Sao Paulo Yo...,GOOD,GOOD,2,0,2,0,0,1,4,4,17,34,29,48,34%,66%,False
fh,Mexico Liga MX Femenil,GOOD,GOOD,0,0,1,0,1,5,1,1,46,42,68,78,48%,52%,True
lh,Mexico Liga MX Femenil,GOOD,GOOD,0,2,2,2,1,2,0,1,17,21,29,38,49%,51%,False
fh,Mexico Apertura,GOOD,GOOD,0,0,0,2,4,3,13,6,60,37,103,103,52%,48%,True
lh,Mexico Apertura,GOOD,GOOD,1,0,6,0,0,1,4,5,18,18,56,52,49%,51%,False
fh,Campeonato Alagoano,GOOD,GOOD,1,0,2,0,2,1,4,1,44,46,66,57,56%,44%,False
lh,Campeonato Alagoano,GOOD,GOOD,2,0,1,1,1,0,4,0,30,23,41,32,62%,38%,True
fh,Mexico U20 League,GOOD,GOOD,1,0,1,3,5,5,1,2,21,23,27,28,39%,61%,False
lh,Mexico U20 League,GOOD,GOOD,1,2,3,1,2,2,0,1,9,13,13,11,41%,59%,False
fh,Costa Rica Primera ...,GOOD,GOOD,1,0,7,0,11,2,7,7,78,55,105,115,37%,63%,False
lh,Costa Rica Primera ...,GOOD,GOOD,1,0,5,6,7,1,3,1,36,23,59,47,39%,61%,True
fh,Guatemala Liga Naci...,GOOD,GOOD,1,0,0,5,2,2,3,3,41,41,133,88,60%,40%,False
lh,Guatemala Liga Naci...,GOOD,GOOD,1,0,4,3,1,1,1,1,13,24,57,45,56%,44%,True
fh,Argentina Primera D...,GOOD,GOOD,0,1,0,0,2,2,5,2,53,27,103,78,64%,36%,False
lh,Argentina Primera D...,GOOD,GOOD,0,1,6,1,1,1,2,1,22,15,49,38,56%,44%,True
fh,Spain Tercera Group 9,GOOD,GOOD,0,1,1,1,2,4,4,6,40,38,78,76,48%,52%,False
lh,Spain Tercera Group 9,GOOD,GOOD,0,1,3,0,0,2,3,2,24,19,43,46,44%,56%,False
fh,FIFA Arab Cup,GOOD,GOOD,2,0,2,1,9,0,5,11,36,29,82,90,52%,48%,False
lh,FIFA Arab Cup,GOOD,GOOD,4,0,4,2,4,0,2,6,15,16,37,52,55%,45%,False
fh,African Nations Cup...,GOOD,GOOD,1,0,4,1,5,4,12,3,48,15,91,74,58%,42%,True
lh,African Nations Cup...,GOOD,GOOD,2,2,6,1,2,2,5,0,20,3,43,33,58%,42%,False
fh,Spain Segunda Divis...,GOOD,GOOD,0,0,1,1,3,3,6,3,23,31,83,104,49%,51%,False
lh,Spain Segunda Divis...,GOOD,GOOD,1,0,2,2,0,0,1,1,8,14,47,51,47%,53%,True
fh,Spain Tercera Group 16,GOOD,GOOD,0,1,2,0,4,2,10,6,61,64,95,99,50%,50%,True
lh,Spain Tercera Group 16,GOOD,GOOD,1,1,2,0,2,2,7,3,33,33,45,47,48%,52%,True
fh,Scotland SWPL Cup W...,GOOD,GOOD,1,1,3,3,6,7,6,3,41,37,87,81,55%,45%,False
lh,Scotland SWPL Cup W...,GOOD,GOOD,2,2,5,1,3,2,2,3,16,18,41,38,57%,43%,True
fh,Guatemala Reserve L...,GOOD,GOOD,0,1,0,0,1,5,4,3,25,24,105,102,49%,51%,False
lh,Guatemala Reserve L...,GOOD,GOOD,0,1,2,2,0,2,2,1,9,10,62,53,50%,50%,False
fh,Spain Tercera Group 6,GOOD,GOOD,0,1,3,3,4,5,5,6,62,78,97,131,44%,56%,True
lh,Spain Tercera Group 6,GOOD,GOOD,0,1,0,1,3,3,1,3,27,54,45,75,33%,67%,False
fh,Spain Tercera Group 3,GOOD,GOOD,1,0,1,1,3,3,4,2,26,43,82,96,36%,64%,True
lh,Spain Tercera Group 3,GOOD,GOOD,2,0,1,3,2,1,1,2,11,20,38,43,36%,64%,True
fh,UAE Premier League,GOOD,GOOD,0,0,0,3,2,1,4,5,52,44,67,49,55%,45%,False
lh,UAE Premier League,GOOD,GOOD,0,0,7,1,1,1,1,4,26,34,45,31,54%,46%,True
fh,Portugal Campeonato...,GOOD,GOOD,0,1,1,3,9,4,11,2,73,35,99,85,55%,45%,True
lh,Portugal Campeonato...,GOOD,GOOD,2,2,6,0,2,2,5,1,29,21,45,43,56%,44%,False
fh,Turkey Super Lig,GOOD,GOOD,1,2,5,3,8,4,6,5,46,45,102,79,43%,57%,False
lh,Turkey Super Lig,GOOD,GOOD,4,2,4,2,3,2,5,1,23,17,37,29,43%,57%,True
fh,Spain Tercera Group 16,GOOD,GOOD,1,1,1,3,2,2,4,7,48,35,81,80,55%,45%,True
lh,Spain Tercera Group 16,GOOD,GOOD,1,2,3,1,2,1,1,5,19,18,40,38,51%,49%,False
fh,Turkey 1 Lig,GOOD,GOOD,0,0,2,0,4,2,9,3,74,36,96,87,56%,44%,True
lh,Turkey 1 Lig,GOOD,GOOD,0,0,1,0,1,2,6,1,37,20,44,44,56%,44%,True
fh,Spain Tercera Group 18,GOOD,GOOD,0,0,5,3,5,5,7,4,48,30,78,67,52%,48%,True
lh,Spain Tercera Group 18,GOOD,GOOD,1,2,0,3,3,3,5,3,20,16,33,34,52%,48%,False
fh,Spain Tercera Group 8,GOOD,GOOD,2,0,2,1,7,3,8,3,40,40,91,104,46%,54%,True
lh,Spain Tercera Group 8,GOOD,GOOD,3,1,2,2,5,1,7,0,27,16,54,44,52%,48%,False
fh,Spain Primera Nacio...,GOOD,GOOD,1,0,2,2,12,6,13,7,45,51,85,91,50%,50%,True
lh,Spain Primera Nacio...,GOOD,GOOD,2,1,4,0,4,2,8,5,23,27,46,44,51%,49%,True
fh,France Ligue 1,GOOD,GOOD,0,1,1,3,1,7,5,11,27,64,74,149,38%,62%,False
lh,France Ligue 1,GOOD,GOOD,0,1,3,4,1,4,1,6,11,29,28,90,33%,67%,True
fh,Scotland SWPL Cup W...,GOOD,GOOD,0,1,3,3,3,3,7,9,33,33,69,59,49%,51%,False
lh,Scotland SWPL Cup W...,GOOD,GOOD,1,1,2,4,1,1,4,6,23,18,34,32,49%,51%,True
fh,Spain Segunda Divis...,GOOD,GOOD,0,0,3,2,3,1,9,2,74,42,125,103,61%,39%,True
lh,Spain Segunda Divis...,GOOD,GOOD,0,0,7,2,2,0,1,1,31,22,63,51,61%,39%,True
fh,Germany Bundesliga I,GOOD,GOOD,1,1,1,5,4,3,9,4,63,40,129,138,45%,55%,True
lh,Germany Bundesliga I,GOOD,GOOD,2,2,2,0,1,1,6,2,25,18,62,50,46%,54%,False
fh,Spain Primera Nacio...,GOOD,GOOD,0,3,1,2,5,7,7,7,51,47,109,83,57%,43%,False
lh,Spain Primera Nacio...,GOOD,GOOD,0,5,2,0,2,5,3,3,19,24,56,43,57%,43%,True
fh,Guatemala Liga Naci...,GOOD,GOOD,1,0,3,1,8,3,6,5,62,57,114,103,46%,54%,True
lh,Guatemala Liga Naci...,GOOD,GOOD,2,0,1,1,4,1,3,3,32,22,65,51,58%,42%,True
fh,Spain Tercera Group 5,GOOD,GOOD,0,1,0,2,8,3,12,4,56,32,123,113,60%,40%,False
lh,Spain Tercera Group 5,GOOD,GOOD,0,1,5,1,1,3,3,4,18,24,55,68,54%,46%,True
fh,Israel Premier League,GOOD,GOOD,1,1,1,3,6,7,3,3,74,77,71,72,44%,56%,False
lh,Israel Premier League,GOOD,GOOD,2,1,4,3,1,4,3,1,32,32,32,31,47%,53%,True
fh,Cyprus Division 1,GOOD,GOOD,1,0,3,5,2,2,6,3,43,52,97,86,48%,52%,True
lh,Cyprus Division 1,GOOD,GOOD,2,0,1,2,1,1,3,2,18,20,58,40,55%,45%,False
fh,Spain Tercera Group 5,GOOD,GOOD,0,0,0,3,4,0,5,2,87,74,129,117,53%,47%,True
lh,Spain Tercera Group 5,GOOD,GOOD,1,0,1,4,0,0,2,0,44,33,70,60,50%,50%,True
fh,Costa Rica Segunda,GOOD,GOOD,0,0,1,2,0,2,8,6,48,60,87,86,53%,47%,False
lh,Costa Rica Segunda,GOOD,GOOD,0,1,4,6,0,1,6,5,21,28,39,41,52%,48%,True
fh,Guatemala Reserve L...,GOOD,CLOUDY,1,1,2,4,4,2,6,6,23,38,56,59,47%,53%,False
lh,Guatemala Reserve L...,GOOD,CLOUDY,3,2,2,3,2,1,5,4,13,18,26,32,51%,49%,False
fh,Costa Rica Primera ...,GOOD,GOOD,1,1,3,2,4,3,10,6,69,57,117,115,51%,49%,True
lh,Costa Rica Primera ...,GOOD,GOOD,2,1,2,5,3,3,3,3,33,19,59,47,59%,41%,True
fh,Israel Youth League,GOOD,GOOD,0,1,2,1,1,1,0,0,62,31,119,72,65%,35%,False
lh,Israel Youth League,GOOD,GOOD,1,1,6,2,0,1,0,0,28,14,60,40,64%,36%,True
fh,Qatar Stars League,GOOD,GOOD,0,1,4,7,2,7,5,11,50,100,81,146,38%,62%,True
lh,Qatar Stars League,GOOD,GOOD,2,4,3,6,0,3,2,5,25,48,37,74,35%,65%,False
fh,Ethiopia Premier Le...,GOOD,GOOD,1,0,1,1,2,5,6,8,72,77,122,131,42%,58%,False
lh,Ethiopia Premier Le...,GOOD,GOOD,1,3,5,1,1,2,3,4,31,50,62,83,36%,64%,True
fh,Qatar Stars League,GOOD,GOOD,2,2,11,11,6,2,9,3,101,43,125,95,62%,38%,False
lh,Qatar Stars League,GOOD,GOOD,2,2,3,4,5,2,4,1,49,21,58,41,65%,35%,False
fh,UAE Cup,GOOD,GOOD,0,1,2,2,4,4,4,3,48,40,97,85,58%,42%,False
lh,UAE Cup,GOOD,GOOD,1,1,2,1,2,3,2,2,29,18,51,37,61%,39%,False
fh,Burkina Faso League,GOOD,GOOD,0,0,0,1,4,3,6,10,79,115,117,132,45%,55%,False
lh,Burkina Faso League,GOOD,GOOD,0,1,1,0,1,1,2,6,29,63,58,75,45%,55%,False
fh,Estonia Cup,GOOD,GOOD,2,0,4,0,19,1,13,2,141,17,161,57,77%,23%,False
lh,Estonia Cup,GOOD,GOOD,5,1,7,1,9,0,6,2,74,8,85,31,74%,26%,True
fh,Jordan League,GOOD,GOOD,0,0,1,3,4,0,8,9,34,26,86,72,60%,40%,False
lh,Jordan League,GOOD,GOOD,0,0,1,2,1,0,3,3,15,12,45,33,67%,33%,False
fh,Spain Tercera Group 11,GOOD,GOOD,0,1,2,2,1,4,9,10,49,47,92,94,52%,48%,True
lh,Spain Tercera Group 11,GOOD,GOOD,1,1,1,1,0,1,2,7,22,25,45,42,50%,50%,True
fh,Mexico U20 League,GOOD,GOOD,0,1,0,2,3,5,5,1,57,40,59,55,62%,38%,False
lh,Mexico U20 League,GOOD,GOOD,1,3,2,1,0,2,1,0,15,15,20,14,75%,25%,False
fh,Spain Youth League,GOOD,GOOD,3,2,4,2,4,4,5,5,63,78,85,109,32%,68%,True
lh,Spain Youth League,GOOD,GOOD,3,4,0,3,3,2,2,4,26,42,38,60,29%,71%,False
fh,Gambia GFA League,GOOD,GOOD,1,0,0,5,1,7,6,14,34,87,82,93,45%,55%,True
lh,Gambia GFA League,GOOD,GOOD,1,1,2,6,1,2,4,6,15,43,39,48,37%,63%,False
fh,Mauritania Division 2,GOOD,GOOD,0,0,4,1,21,17,7,6,55,61,113,120,44%,56%,True
lh,Mauritania Division 2,GOOD,GOOD,0,0,2,2,15,8,2,2,34,32,57,63,43%,57%,False
fh,Hungary Cup,GOOD,GOOD,0,0,0,3,0,11,1,10,40,88,83,128,40%,60%,False
lh,Hungary Cup,GOOD,GOOD,0,1,2,6,0,4,0,5,15,41,41,58,39%,61%,False
fh,Spain Tercera Group 11,GOOD,GOOD,2,0,0,0,10,5,7,7,55,40,122,99,48%,52%,False
lh,Spain Tercera Group 11,GOOD,GOOD,3,1,0,2,4,0,3,3,24,12,60,43,56%,44%,False
fh,Montenegro Prva Liga,GOOD,GOOD,0,1,4,1,0,3,6,4,30,18,70,57,62%,38%,True
lh,Montenegro Prva Liga,GOOD,GOOD,0,1,0,2,0,2,1,2,12,9,32,30,57%,43%,False
fh,Slovenia Prva Liga,GOOD,GOOD,0,0,1,8,2,7,9,7,73,83,113,128,37%,63%,True
lh,Slovenia Prva Liga,GOOD,GOOD,1,1,0,1,1,3,3,3,30,56,51,70,33%,67%,True
fh,UEFA Youth League,GOOD,GOOD,1,0,1,1,4,2,2,4,58,42,94,87,59%,41%,False
lh,UEFA Youth League,GOOD,GOOD,2,0,3,1,3,2,0,2,29,19,43,46,60%,40%,True
fh,Moldova Divizia Nat...,GOOD,GOOD,0,0,3,0,5,2,5,6,32,19,57,55,71%,29%,True
lh,Moldova Divizia Nat...,GOOD,GOOD,1,0,5,4,1,1,2,0,13,6,21,20,71%,29%,True
fh,Serbia Super Liga,GOOD,GOOD,0,2,3,0,5,7,12,6,96,53,163,97,63%,37%,True
lh,Serbia Super Liga,GOOD,GOOD,0,3,5,2,2,4,8,2,43,27,81,55,58%,42%,False
fh,Poland Cup,GOOD,GOOD,1,0,2,2,5,7,3,11,71,94,83,130,36%,64%,True
lh,Poland Cup,GOOD,GOOD,1,1,1,3,2,3,0,7,26,42,34,58,33%,67%,False
fh,Algeria Division 1,GOOD,GOOD,1,1,2,0,9,3,9,2,47,16,83,69,64%,36%,False
lh,Algeria Division 1,GOOD,GOOD,2,1,4,1,7,3,5,0,22,7,38,33,64%,36%,True
fh,Germany Regionallig...,GOOD,GOOD,0,0,2,2,5,1,7,5,49,69,75,92,44%,56%,True
lh,Germany Regionallig...,GOOD,GOOD,1,1,2,3,2,0,3,2,29,37,47,62,43%,57%,True
fh,Slovakia Cup,GOOD,GOOD,0,0,2,1,6,5,5,4,52,46,98,92,58%,42%,False
lh,Slovakia Cup,GOOD,GOOD,1,2,2,3,3,0,1,2,25,24,46,44,57%,43%,False
fh,Russia Premier League,GOOD,GOOD,1,0,3,0,6,2,8,4,51,23,83,64,68%,32%,True
lh,Russia Premier League,GOOD,GOOD,3,0,1,0,2,0,5,2,31,7,49,32,70%,30%,False
fh,Colombia Regional L...,GOOD,GOOD,0,0,1,4,6,5,9,6,52,49,95,83,60%,40%,False
lh,Colombia Regional L...,GOOD,GOOD,2,0,3,0,3,4,4,3,17,28,46,44,60%,40%,True
fh,Morocco GNF 1,GOOD,GOOD,0,0,1,3,2,3,0,0,41,65,56,67,39%,61%,True
lh,Morocco GNF 1,GOOD,GOOD,0,0,2,6,0,0,0,0,13,32,19,35,37%,63%,False
fh,Italy Serie B,GOOD,GOOD,0,1,5,2,9,1,18,10,68,27,127,75,61%,39%,True
lh,Italy Serie B,GOOD,GOOD,2,1,10,1,1,1,6,7,28,15,59,42,55%,45%,True
fh,Turkey Super Lig,GOOD,GOOD,1,0,4,2,9,6,8,4,71,70,116,105,49%,51%,True
lh,Turkey Super Lig,GOOD,GOOD,2,0,2,6,5,3,3,1,33,22,58,56,49%,51%,True
fh,Israel Liga Bet South,GOOD,GOOD,0,1,0,0,6,5,5,5,44,51,112,108,54%,46%,False
lh,Israel Liga Bet South,GOOD,GOOD,1,1,1,6,2,2,1,1,22,21,63,54,60%,40%,True
fh,Italy Serie B,GOOD,GOOD,0,0,1,3,4,7,7,5,53,53,129,119,54%,46%,False
lh,Italy Serie B,GOOD,GOOD,1,0,2,1,1,6,2,2,25,30,63,45,54%,46%,True
fh,Italy Serie B,GOOD,GOOD,1,1,2,2,4,5,5,6,39,56,111,121,48%,52%,True
lh,Italy Serie B,GOOD,GOOD,1,1,4,3,2,1,2,4,19,24,60,55,50%,50%,True
fh,Spain Tercera Group 1,GOOD,GOOD,1,1,3,2,4,6,11,7,65,49,107,77,51%,49%,True
lh,Spain Tercera Group 1,GOOD,GOOD,1,1,2,5,2,3,3,4,35,27,56,41,52%,48%,True
fh,Romania Liga I,GOOD,GOOD,0,0,4,0,8,3,10,7,64,45,68,62,47%,53%,True
lh,Romania Liga I,GOOD,GOOD,3,2,1,0,4,0,3,2,36,25,33,38,49%,51%,False
fh,German Bundesliga W...,GOOD,GOOD,1,1,4,1,4,11,11,3,129,103,188,155,56%,44%,False
lh,German Bundesliga W...,GOOD,GOOD,1,1,4,1,1,5,3,1,49,41,71,62,56%,44%,True
fh,Israel Cup,GOOD,GOOD,0,0,4,1,3,1,11,0,105,33,158,86,75%,25%,True
lh,Israel Cup,GOOD,GOOD,1,0,4,1,1,1,5,0,54,16,84,44,75%,25%,False
fh,Ivory Coast Premier...,GOOD,GOOD,1,0,1,3,2,1,4,4,40,56,94,95,57%,43%,True
lh,Ivory Coast Premier...,GOOD,GOOD,1,0,1,1,2,0,3,2,20,31,44,51,61%,39%,False
fh,Spain Copa De La Reina,GOOD,GOOD,0,1,2,2,1,7,4,9,79,118,105,170,36%,64%,True
lh,Spain Copa De La Reina,GOOD,GOOD,0,3,1,4,1,4,2,4,46,51,61,78,44%,56%,True
fh,Estonia Meistriliiga,GOOD,GOOD,1,3,0,7,1,12,5,8,47,105,107,149,35%,65%,False
lh,Estonia Meistriliiga,GOOD,GOOD,1,3,1,2,1,7,2,6,20,61,45,73,36%,64%,False
fh,Egypt Division 1,GOOD,GOOD,1,3,3,0,5,8,5,8,44,49,91,99,49%,51%,False
lh,Egypt Division 1,GOOD,GOOD,1,4,1,0,3,6,2,5,25,28,44,48,44%,56%,False
fh,Europe Friendlies,GOOD,GOOD,0,1,2,1,4,6,14,2,48,34,82,66,57%,43%,False
lh,Europe Friendlies,GOOD,GOOD,0,3,3,0,0,1,4,0,24,18,44,35,54%,46%,False
fh,Germany 3.Liga,GOOD,GOOD,1,1,1,2,4,3,7,4,80,60,125,100,53%,47%,True
lh,Germany 3.Liga,GOOD,GOOD,2,1,3,1,3,2,5,2,34,38,63,55,49%,51%,True
fh,German Landespokal,GOOD,GOOD,0,0,0,2,2,3,1,8,43,117,67,151,28%,72%,False
lh,German Landespokal,GOOD,GOOD,0,1,0,6,1,2,0,3,20,62,30,83,29%,71%,False
fh,Israel Liga Bet South,GOOD,GOOD,0,0,4,1,5,5,4,4,41,60,85,107,36%,64%,True
lh,Israel Liga Bet South,GOOD,GOOD,2,0,1,2,2,4,1,2,19,32,40,52,37%,63%,False
fh,Switzerland Challen...,GOOD,GOOD,0,1,0,1,6,5,12,1,89,24,124,99,63%,37%,False
lh,Switzerland Challen...,GOOD,GOOD,1,2,5,1,3,2,4,1,37,12,65,55,56%,44%,False
fh,Israel Liga Bet South,GOOD,GOOD,0,0,0,1,3,3,4,2,34,50,72,94,32%,68%,False
lh,Israel Liga Bet South,GOOD,GOOD,1,0,2,4,1,0,1,2,14,24,43,47,34%,66%,False
fh,Copa do Brasil,GOOD,GOOD,0,0,3,0,5,4,2,4,47,40,85,83,56%,44%,False
lh,Copa do Brasil,GOOD,GOOD,0,0,1,1,1,1,1,1,20,18,44,39,54%,46%,False
fh,Europe Friendlies,GOOD,GOOD,0,4,0,5,1,15,0,14,15,62,50,108,24%,76%,True
lh,Europe Friendlies,GOOD,GOOD,1,7,0,8,0,5,0,9,9,34,30,65,25%,75%,True
fh,Switzerland Challen...,GOOD,GOOD,0,1,0,0,1,5,6,2,100,68,172,108,62%,38%,False
lh,Switzerland Challen...,GOOD,GOOD,0,1,2,3,1,3,3,0,54,28,78,54,62%,38%,True
fh,France National,GOOD,GOOD,1,0,2,1,10,2,8,3,53,35,114,89,52%,48%,False
lh,France National,GOOD,GOOD,2,1,2,2,2,0,4,1,26,18,59,47,54%,46%,False
fh,France National,GOOD,GOOD,1,0,3,8,9,8,3,5,65,81,109,120,42%,58%,True
lh,France National,GOOD,GOOD,3,1,4,1,3,6,1,1,30,36,57,53,44%,56%,False
fh,Hungary NB I,GOOD,GOOD,0,1,0,2,3,5,2,6,55,73,84,111,40%,60%,False
lh,Hungary NB I,GOOD,GOOD,0,1,2,1,0,5,0,3,17,43,31,56,30%,70%,False
fh,Spain Tercera Group 1,GOOD,GOOD,1,0,1,1,1,8,4,6,34,41,97,88,41%,59%,True
lh,Spain Tercera Group 1,GOOD,GOOD,1,0,1,3,1,3,1,3,20,20,49,42,46%,54%,False
fh,Holland Eerste Divisie,GOOD,GOOD,0,1,4,0,7,3,7,1,86,25,148,97,64%,36%,False
lh,Holland Eerste Divisie,GOOD,GOOD,1,2,6,0,1,1,2,0,29,13,67,55,59%,41%,True
fh,Copa do Brasil,GOOD,GOOD,0,0,1,2,4,2,6,5,60,62,95,122,41%,59%,True
lh,Copa do Brasil,GOOD,GOOD,0,1,1,3,2,1,6,4,31,34,45,69,38%,62%,False
fh,Iceland League Cup,GOOD,GOOD,1,2,2,2,10,5,9,3,95,33,153,71,69%,31%,False
lh,Iceland League Cup,GOOD,GOOD,4,2,6,0,2,4,4,1,43,21,78,37,70%,30%,False
fh,Spain Tercera Group 1,GOOD,GOOD,0,1,5,3,3,2,12,7,64,44,101,72,67%,33%,True
lh,Spain Tercera Group 1,GOOD,GOOD,2,2,0,2,0,1,11,3,35,19,51,33,74%,26%,False
fh,Germany Oberliga Ha...,GOOD,GOOD,0,3,0,0,5,8,1,6,48,87,68,88,42%,58%,False
lh,Germany Oberliga Ha...,GOOD,GOOD,2,6,3,3,2,5,0,2,21,52,31,47,38%,62%,False
fh,FA Cup,GOOD,GOOD,0,0,1,10,3,5,2,18,21,100,44,151,24%,76%,True
lh,FA Cup,GOOD,GOOD,0,2,0,4,1,0,1,9,7,61,24,88,23%,77%,True
fh,Switzerland Challen...,GOOD,GOOD,1,0,4,6,7,5,9,4,83,78,132,116,55%,45%,True
lh,Switzerland Challen...,GOOD,GOOD,3,1,2,3,2,1,4,2,50,31,73,37,63%,37%,True
fh,Scotland FA Cup,GOOD,GOOD,0,1,3,0,10,5,16,4,88,31,120,68,67%,33%,False
lh,Scotland FA Cup,GOOD,GOOD,0,1,6,1,6,3,8,2,46,15,61,36,64%,36%,True
fh,Italy Serie B,GOOD,GOOD,0,1,5,0,12,1,18,5,93,17,132,72,69%,31%,False
lh,Italy Serie B,GOOD,GOOD,1,1,11,2,4,1,6,3,36,8,59,41,58%,42%,True
fh,Barclays Premier Le...,GOOD,GOOD,0,0,1,2,2,2,7,10,50,40,97,120,60%,40%,False
lh,Barclays Premier Le...,GOOD,GOOD,2,1,4,1,0,0,3,3,24,23,52,56,58%,42%,False
fh,Europe Friendlies,GOOD,GOOD,1,0,1,2,6,7,7,7,61,93,86,104,40%,60%,True
lh,Europe Friendlies,GOOD,GOOD,1,0,2,3,4,5,2,1,25,45,46,59,42%,58%,False
